Age,Year,Life_Expectancy
1,1971,70.1
1,1972,70.8
1,1973,70.7
1,1974,70.7
1,1975,70.8
1,1976,71.0
1,1977,71.9
1,1978,71.8
1,1979,72.7
1,1980,72.7
1,1981,72.6
1,1982,72.5
1,1983,73.3
1,1984,73.2
1,1985,73.5
1,1986,74.3
1,1987,74.0
1,1988,74.7
1,1989,74.6
1,1990,75.2
1,1991,75.4
1,1992,75.0
1,1993,75.4
1,1994,76.1
1,1995,76.2
1,1996,76.2
1,1997,76.5
1,1998,76.7
1,1999,77.4
1,2000,77.4
1,2001,77.5
1,2002,77.5
1,2003,77.2
1,2004,78.6
1,2005,78.8
1,2006,78.6
1,2007,78.7
1,2008,79.8
1,2009,80.0
1,2010,80.1
1,2011,80.4
1,2012,80.7
1,2013,81.2
1,2014,81.5
1,2015,81.6
1,2016,82.0
1,2017,81.4
1,2018,81.7
1,2019,82.1
1,2020,81.5
1,2021,81.9
1,2022,82.3
1,2023,82.7
2,1971,69.3
2,1972,69.9
2,1973,69.8
2,1974,69.9
2,1975,69.8
2,1976,70.0
2,1977,71.0
2,1978,70.9
2,1979,71.7
2,1980,71.7
2,1981,71.7
2,1982,71.6
2,1983,72.3
2,1984,72.3
2,1985,72.6
2,1986,73.3
2,1987,73.1
2,1988,73.7
2,1989,73.6
2,1990,74.3
2,1991,74.4
2,1992,74.0
2,1993,74.5
2,1994,75.1
2,1995,75.2
2,1996,75.2
2,1997,75.5
2,1998,75.8
2,1999,76.4
2,2000,76.5
2,2001,76.5
2,2002,76.6
2,2003,76.3
2,2004,77.6
2,2005,77.8
2,2006,77.7
2,2007,77.7
2,2008,78.8
2,2009,79.1
2,2010,79.1
2,2011,79.5
2,2012,79.7
2,2013,80.2
2,2014,80.5
2,2015,80.6
2,2016,81.0
2,2017,80.4
2,2018,80.7
2,2019,81.1
2,2020,80.5
2,2021,81.0
2,2022,81.3
2,2023,81.7
3,1971,68.3
3,1972,68.9
3,1973,68.9
3,1974,69.0
3,1975,68.9
3,1976,69.1
3,1977,70.0
3,1978,69.9
3,1979,70.8
3,1980,70.8
3,1981,70.7
3,1982,70.7
3,1983,71.4
3,1984,71.3
3,1985,71.6
3,1986,72.3
3,1987,72.1
3,1988,72.8
3,1989,72.7
3,1990,73.3
3,1991,73.5
3,1992,73.1
3,1993,73.5
3,1994,74.1
3,1995,74.3
3,1996,74.2
3,1997,74.5
3,1998,74.8
3,1999,75.4
3,2000,75.5
3,2001,75.5
3,2002,75.6
3,2003,75.3
3,2004,76.6
3,2005,76.8
3,2006,76.7
3,2007,76.7
3,2008,77.9
3,2009,78.1
3,2010,78.1
3,2011,78.5
3,2012,78.7
3,2013,79.2
3,2014,79.6
3,2015,79.6
3,2016,80.1
3,2017,79.4
3,2018,79.7
3,2019,80.1
3,2020,79.5
3,2021,80.0
3,2022,80.3
3,2023,80.7
4,1971,67.4
4,1972,68.0
4,1973,68.0
4,1974,68.1
4,1975,67.9
4,1976,68.1
4,1977,69.1
4,1978,69.0
4,1979,69.8
4,1980,69.8
4,1981,69.8
4,1982,69.7
4,1983,70.4
4,1984,70.4
4,1985,70.7
4,1986,71.3
4,1987,71.1
4,1988,71.8
4,1989,71.7
4,1990,72.3
4,1991,72.5
4,1992,72.1
4,1993,72.5
4,1994,73.2
4,1995,73.3
4,1996,73.3
4,1997,73.5
4,1998,73.8
4,1999,74.4
4,2000,74.5
4,2001,74.6
4,2002,74.6
4,2003,74.3
4,2004,75.6
4,2005,75.8
4,2006,75.7
4,2007,75.7
4,2008,76.9
4,2009,77.1
4,2010,77.1
4,2011,77.5
4,2012,77.7
4,2013,78.2
4,2014,78.6
4,2015,78.6
4,2016,79.1
4,2017,78.4
4,2018,78.7
4,2019,79.1
4,2020,78.5
4,2021,79.0
4,2022,79.3
4,2023,79.8
5,1971,66.4
5,1972,67.0
5,1973,67.1
5,1974,67.1
5,1975,66.9
5,1976,67.1
5,1977,68.2
5,1978,68.0
5,1979,68.9
5,1980,68.8
5,1981,68.8
5,1982,68.7
5,1983,69.4
5,1984,69.4
5,1985,69.7
5,1986,70.3
5,1987,70.1
5,1988,70.8
5,1989,70.7
5,1990,71.4
5,1991,71.5
5,1992,71.1
5,1993,71.5
5,1994,72.2
5,1995,72.4
5,1996,72.3
5,1997,72.5
5,1998,72.8
5,1999,73.4
5,2000,73.5
5,2001,73.6
5,2002,73.6
5,2003,73.3
5,2004,74.6
5,2005,74.8
5,2006,74.7
5,2007,74.8
5,2008,75.9
5,2009,76.1
5,2010,76.1
5,2011,76.5
5,2012,76.7
5,2013,77.2
5,2014,77.6
5,2015,77.6
5,2016,78.1
5,2017,77.5
5,2018,77.7
5,2019,78.1
5,2020,77.5
5,2021,78.0
5,2022,78.3
5,2023,78.8
6,1971,65.5
6,1972,66.0
6,1973,66.1
6,1974,66.1
6,1975,66.0
6,1976,66.1
6,1977,67.2
6,1978,67.1
6,1979,67.9
6,1980,67.9
6,1981,67.9
6,1982,67.8
6,1983,68.4
6,1984,68.4
6,1985,68.7
6,1986,69.4
6,1987,69.1
6,1988,69.8
6,1989,69.7
6,1990,70.4
6,1991,70.6
6,1992,70.2
6,1993,70.6
6,1994,71.2
6,1995,71.4
6,1996,71.3
6,1997,71.6
6,1998,71.8
6,1999,72.4
6,2000,72.5
6,2001,72.6
6,2002,72.6
6,2003,72.3
6,2004,73.6
6,2005,73.8
6,2006,73.7
6,2007,73.8
6,2008,75.0
6,2009,75.1
6,2010,75.1
6,2011,75.5
6,2012,75.7
6,2013,76.2
6,2014,76.6
6,2015,76.7
6,2016,77.1
6,2017,76.5
6,2018,76.8
6,2019,77.1
6,2020,76.5
6,2021,77.0
6,2022,77.3
6,2023,77.8
7,1971,64.5
7,1972,65.0
7,1973,65.1
7,1974,65.2
7,1975,65.0
7,1976,65.2
7,1977,66.2
7,1978,66.1
7,1979,67.0
7,1980,66.9
7,1981,66.9
7,1982,66.8
7,1983,67.4
7,1984,67.5
7,1985,67.8
7,1986,68.4
7,1987,68.2
7,1988,68.8
7,1989,68.8
7,1990,69.4
7,1991,69.6
7,1992,69.2
7,1993,69.6
7,1994,70.2
7,1995,70.4
7,1996,70.4
7,1997,70.6
7,1998,70.9
7,1999,71.4
7,2000,71.5
7,2001,71.6
7,2002,71.6
7,2003,71.3
7,2004,72.6
7,2005,72.8
7,2006,72.7
7,2007,72.8
7,2008,74.0
7,2009,74.1
7,2010,74.1
7,2011,74.5
7,2012,74.7
7,2013,75.2
7,2014,75.6
7,2015,75.7
7,2016,76.1
7,2017,75.5
7,2018,75.8
7,2019,76.1
7,2020,75.5
7,2021,76.0
7,2022,76.3
7,2023,76.8
8,1971,63.6
8,1972,64.1
8,1973,64.1
8,1974,64.2
8,1975,64.0
8,1976,64.2
8,1977,65.3
8,1978,65.1
8,1979,66.0
8,1980,65.9
8,1981,66.0
8,1982,65.8
8,1983,66.5
8,1984,66.5
8,1985,66.8
8,1986,67.4
8,1987,67.2
8,1988,67.8
8,1989,67.8
8,1990,68.5
8,1991,68.6
8,1992,68.2
8,1993,68.6
8,1994,69.2
8,1995,69.4
8,1996,69.4
8,1997,69.6
8,1998,69.9
8,1999,70.5
8,2000,70.5
8,2001,70.6
8,2002,70.7
8,2003,70.3
8,2004,71.6
8,2005,71.8
8,2006,71.7
8,2007,71.8
8,2008,73.0
8,2009,73.1
8,2010,73.1
8,2011,73.5
8,2012,73.7
8,2013,74.2
8,2014,74.6
8,2015,74.7
8,2016,75.1
8,2017,74.5
8,2018,74.8
8,2019,75.1
8,2020,74.5
8,2021,75.0
8,2022,75.4
8,2023,75.8
9,1971,62.7
9,1972,63.1
9,1973,63.2
9,1974,63.2
9,1975,63.1
9,1976,63.2
9,1977,64.3
9,1978,64.1
9,1979,65.0
9,1980,64.9
9,1981,65.0
9,1982,64.9
9,1983,65.5
9,1984,65.5
9,1985,65.8
9,1986,66.4
9,1987,66.2
9,1988,66.8
9,1989,66.8
9,1990,67.5
9,1991,67.6
9,1992,67.2
9,1993,67.6
9,1994,68.2
9,1995,68.4
9,1996,68.4
9,1997,68.6
9,1998,68.9
9,1999,69.5
9,2000,69.5
9,2001,69.6
9,2002,69.7
9,2003,69.3
9,2004,70.6
9,2005,70.9
9,2006,70.7
9,2007,70.8
9,2008,72.0
9,2009,72.1
9,2010,72.1
9,2011,72.5
9,2012,72.7
9,2013,73.3
9,2014,73.6
9,2015,73.7
9,2016,74.1
9,2017,73.5
9,2018,73.8
9,2019,74.1
9,2020,73.6
9,2021,74.0
9,2022,74.4
9,2023,74.8
10,1971,61.7
10,1972,62.1
10,1973,62.2
10,1974,62.2
10,1975,62.1
10,1976,62.2
10,1977,63.3
10,1978,63.1
10,1979,64.0
10,1980,64.0
10,1981,64.0
10,1982,63.9
10,1983,64.5
10,1984,64.5
10,1985,64.8
10,1986,65.4
10,1987,65.2
10,1988,65.8
10,1989,65.8
10,1990,66.5
10,1991,66.7
10,1992,66.2
10,1993,66.6
10,1994,67.2
10,1995,67.4
10,1996,67.4
10,1997,67.6
10,1998,67.9
10,1999,68.5
10,2000,68.6
10,2001,68.6
10,2002,68.7
10,2003,68.3
10,2004,69.6
10,2005,69.9
10,2006,69.7
10,2007,69.8
10,2008,71.0
10,2009,71.2
10,2010,71.1
10,2011,71.5
10,2012,71.7
10,2013,72.3
10,2014,72.6
10,2015,72.7
10,2016,73.1
10,2017,72.5
10,2018,72.8
10,2019,73.1
10,2020,72.6
10,2021,73.0
10,2022,73.4
10,2023,73.8
11,1971,60.7
11,1972,61.1
11,1973,61.2
11,1974,61.2
11,1975,61.1
11,1976,61.2
11,1977,62.3
11,1978,62.2
11,1979,63.0
11,1980,63.0
11,1981,63.0
11,1982,62.9
11,1983,63.6
11,1984,63.5
11,1985,63.8
11,1986,64.4
11,1987,64.2
11,1988,64.9
11,1989,64.8
11,1990,65.5
11,1991,65.7
11,1992,65.2
11,1993,65.7
11,1994,66.2
11,1995,66.4
11,1996,66.4
11,1997,66.6
11,1998,66.9
11,1999,67.5
11,2000,67.6
11,2001,67.7
11,2002,67.7
11,2003,67.3
11,2004,68.6
11,2005,68.9
11,2006,68.7
11,2007,68.8
11,2008,70.0
11,2009,70.2
11,2010,70.1
11,2011,70.5
11,2012,70.7
11,2013,71.3
11,2014,71.6
11,2015,71.7
11,2016,72.1
11,2017,71.5
11,2018,71.8
11,2019,72.1
11,2020,71.6
11,2021,72.0
11,2022,72.4
11,2023,72.8
12,1971,59.7
12,1972,60.1
12,1973,60.3
12,1974,60.2
12,1975,60.1
12,1976,60.3
12,1977,61.3
12,1978,61.2
12,1979,62.0
12,1980,62.0
12,1981,62.0
12,1982,61.9
12,1983,62.6
12,1984,62.5
12,1985,62.8
12,1986,63.4
12,1987,63.2
12,1988,63.9
12,1989,63.8
12,1990,64.5
12,1991,64.7
12,1992,64.2
12,1993,64.7
12,1994,65.3
12,1995,65.4
12,1996,65.4
12,1997,65.6
12,1998,65.9
12,1999,66.5
12,2000,66.6
12,2001,66.7
12,2002,66.7
12,2003,66.4
12,2004,67.6
12,2005,67.9
12,2006,67.7
12,2007,67.8
12,2008,69.0
12,2009,69.2
12,2010,69.1
12,2011,69.5
12,2012,69.7
12,2013,70.3
12,2014,70.6
12,2015,70.7
12,2016,71.1
12,2017,70.5
12,2018,70.8
12,2019,71.1
12,2020,70.6
12,2021,71.0
12,2022,71.4
12,2023,71.8
13,1971,58.7
13,1972,59.2
13,1973,59.3
13,1974,59.3
13,1975,59.1
13,1976,59.3
13,1977,60.3
13,1978,60.2
13,1979,61.1
13,1980,61.0
13,1981,61.0
13,1982,60.9
13,1983,61.6
13,1984,61.5
13,1985,61.8
13,1986,62.5
13,1987,62.3
13,1988,62.9
13,1989,62.8
13,1990,63.5
13,1991,63.7
13,1992,63.2
13,1993,63.7
13,1994,64.3
13,1995,64.4
13,1996,64.4
13,1997,64.6
13,1998,64.9
13,1999,65.5
13,2000,65.6
13,2001,65.7
13,2002,65.7
13,2003,65.4
13,2004,66.6
13,2005,66.9
13,2006,66.7
13,2007,66.8
13,2008,68.0
13,2009,68.2
13,2010,68.2
13,2011,68.5
13,2012,68.7
13,2013,69.3
13,2014,69.7
13,2015,69.7
13,2016,70.1
13,2017,69.5
13,2018,69.8
13,2019,70.1
13,2020,69.6
13,2021,70.0
13,2022,70.4
13,2023,70.8
14,1971,57.7
14,1972,58.2
14,1973,58.3
14,1974,58.3
14,1975,58.2
14,1976,58.3
14,1977,59.3
14,1978,59.2
14,1979,60.1
14,1980,60.0
14,1981,60.0
14,1982,59.9
14,1983,60.6
14,1984,60.5
14,1985,60.8
14,1986,61.5
14,1987,61.3
14,1988,61.9
14,1989,61.9
14,1990,62.5
14,1991,62.7
14,1992,62.2
14,1993,62.7
14,1994,63.3
14,1995,63.4
14,1996,63.4
14,1997,63.6
14,1998,63.9
14,1999,64.5
14,2000,64.6
14,2001,64.7
14,2002,64.8
14,2003,64.4
14,2004,65.6
14,2005,65.9
14,2006,65.7
14,2007,65.8
14,2008,67.0
14,2009,67.2
14,2010,67.2
14,2011,67.5
14,2012,67.7
14,2013,68.3
14,2014,68.7
14,2015,68.7
14,2016,69.1
14,2017,68.5
14,2018,68.8
14,2019,69.1
14,2020,68.6
14,2021,69.0
14,2022,69.4
14,2023,69.8
15,1971,56.8
15,1972,57.2
15,1973,57.4
15,1974,57.3
15,1975,57.2
15,1976,57.3
15,1977,58.3
15,1978,58.2
15,1979,59.1
15,1980,59.1
15,1981,59.0
15,1982,59.0
15,1983,59.6
15,1984,59.5
15,1985,59.9
15,1986,60.5
15,1987,60.3
15,1988,60.9
15,1989,60.9
15,1990,61.5
15,1991,61.7
15,1992,61.2
15,1993,61.8
15,1994,62.3
15,1995,62.4
15,1996,62.4
15,1997,62.6
15,1998,62.9
15,1999,63.5
15,2000,63.6
15,2001,63.7
15,2002,63.8
15,2003,63.4
15,2004,64.6
15,2005,65.0
15,2006,64.7
15,2007,64.9
15,2008,66.0
15,2009,66.2
15,2010,66.2
15,2011,66.5
15,2012,66.7
15,2013,67.3
15,2014,67.7
15,2015,67.7
15,2016,68.1
15,2017,67.5
15,2018,67.8
15,2019,68.1
15,2020,67.6
15,2021,68.0
15,2022,68.4
15,2023,68.8
16,1971,55.8
16,1972,56.2
16,1973,56.4
16,1974,56.3
16,1975,56.2
16,1976,56.4
16,1977,57.4
16,1978,57.3
16,1979,58.1
16,1980,58.1
16,1981,58.0
16,1982,58.0
16,1983,58.6
16,1984,58.6
16,1985,58.9
16,1986,59.5
16,1987,59.3
16,1988,59.9
16,1989,59.9
16,1990,60.5
16,1991,60.7
16,1992,60.3
16,1993,60.8
16,1994,61.3
16,1995,61.5
16,1996,61.4
16,1997,61.6
16,1998,62.0
16,1999,62.6
16,2000,62.6
16,2001,62.8
16,2002,62.8
16,2003,62.4
16,2004,63.7
16,2005,64.0
16,2006,63.7
16,2007,63.9
16,2008,65.0
16,2009,65.2
16,2010,65.2
16,2011,65.5
16,2012,65.7
16,2013,66.3
16,2014,66.7
16,2015,66.7
16,2016,67.1
16,2017,66.5
16,2018,66.8
16,2019,67.1
16,2020,66.6
16,2021,67.0
16,2022,67.4
16,2023,67.8
17,1971,54.9
17,1972,55.3
17,1973,55.4
17,1974,55.3
17,1975,55.3
17,1976,55.4
17,1977,56.4
17,1978,56.3
17,1979,57.2
17,1980,57.2
17,1981,57.1
17,1982,57.0
17,1983,57.6
17,1984,57.6
17,1985,57.9
17,1986,58.5
17,1987,58.3
17,1988,58.9
17,1989,58.9
17,1990,59.6
17,1991,59.8
17,1992,59.3
17,1993,59.8
17,1994,60.3
17,1995,60.5
17,1996,60.4
17,1997,60.7
17,1998,61.0
17,1999,61.6
17,2000,61.6
17,2001,61.8
17,2002,61.8
17,2003,61.4
17,2004,62.7
17,2005,63.0
17,2006,62.7
17,2007,62.9
17,2008,64.0
17,2009,64.2
17,2010,64.2
17,2011,64.6
17,2012,64.8
17,2013,65.3
17,2014,65.7
17,2015,65.7
17,2016,66.1
17,2017,65.5
17,2018,65.8
17,2019,66.1
17,2020,65.6
17,2021,66.0
17,2022,66.4
17,2023,66.8
18,1971,53.9
18,1972,54.4
18,1973,54.5
18,1974,54.4
18,1975,54.3
18,1976,54.5
18,1977,55.5
18,1978,55.4
18,1979,56.2
18,1980,56.2
18,1981,56.1
18,1982,56.1
18,1983,56.7
18,1984,56.6
18,1985,57.0
18,1986,57.5
18,1987,57.3
18,1988,58.0
18,1989,57.9
18,1990,58.6
18,1991,58.9
18,1992,58.3
18,1993,58.8
18,1994,59.3
18,1995,59.5
18,1996,59.5
18,1997,59.7
18,1998,60.0
18,1999,60.6
18,2000,60.6
18,2001,60.8
18,2002,60.8
18,2003,60.4
18,2004,61.7
18,2005,62.0
18,2006,61.7
18,2007,61.9
18,2008,63.1
18,2009,63.2
18,2010,63.2
18,2011,63.6
18,2012,63.8
18,2013,64.3
18,2014,64.7
18,2015,64.8
18,2016,65.1
18,2017,64.6
18,2018,64.8
18,2019,65.2
18,2020,64.6
18,2021,65.1
18,2022,65.4
18,2023,65.8
19,1971,53.0
19,1972,53.4
19,1973,53.6
19,1974,53.5
19,1975,53.4
19,1976,53.6
19,1977,54.6
19,1978,54.5
19,1979,55.3
19,1980,55.2
19,1981,55.3
19,1982,55.2
19,1983,55.7
19,1984,55.7
19,1985,56.0
19,1986,56.6
19,1987,56.5
19,1988,57.0
19,1989,57.0
19,1990,57.6
19,1991,58.0
19,1992,57.4
19,1993,57.9
19,1994,58.4
19,1995,58.6
19,1996,58.5
19,1997,58.7
19,1998,59.0
19,1999,59.6
19,2000,59.6
19,2001,59.9
19,2002,59.9
19,2003,59.4
19,2004,60.7
19,2005,61.0
19,2006,60.8
19,2007,61.0
19,2008,62.1
19,2009,62.2
19,2010,62.2
19,2011,62.6
19,2012,62.8
19,2013,63.3
19,2014,63.7
19,2015,63.8
19,2016,64.1
19,2017,63.6
19,2018,63.8
19,2019,64.2
19,2020,63.7
19,2021,64.1
19,2022,64.5
19,2023,64.8
20,1971,52.0
20,1972,52.5
20,1973,52.6
20,1974,52.6
20,1975,52.5
20,1976,52.7
20,1977,53.6
20,1978,53.6
20,1979,54.3
20,1980,54.3
20,1981,54.4
20,1982,54.3
20,1983,54.7
20,1984,54.7
20,1985,55.1
20,1986,55.6
20,1987,55.5
20,1988,56.1
20,1989,56.0
20,1990,56.7
20,1991,57.0
20,1992,56.4
20,1993,57.0
20,1994,57.5
20,1995,57.6
20,1996,57.6
20,1997,57.8
20,1998,58.1
20,1999,58.7
20,2000,58.7
20,2001,58.9
20,2002,59.0
20,2003,58.5
20,2004,59.8
20,2005,60.0
20,2006,59.8
20,2007,60.0
20,2008,61.2
20,2009,61.3
20,2010,61.2
20,2011,61.6
20,2012,61.9
20,2013,62.4
20,2014,62.8
20,2015,62.8
20,2016,63.2
20,2017,62.6
20,2018,62.8
20,2019,63.2
20,2020,62.7
20,2021,63.1
20,2022,63.5
20,2023,63.9
21,1971,51.0
21,1972,51.5
21,1973,51.7
21,1974,51.7
21,1975,51.6
21,1976,51.7
21,1977,52.7
21,1978,52.6
21,1979,53.4
21,1980,53.4
21,1981,53.4
21,1982,53.3
21,1983,53.8
21,1984,53.8
21,1985,54.2
21,1986,54.7
21,1987,54.5
21,1988,55.2
21,1989,55.2
21,1990,55.7
21,1991,56.1
21,1992,55.5
21,1993,56.0
21,1994,56.5
21,1995,56.7
21,1996,56.7
21,1997,56.8
21,1998,57.1
21,1999,57.7
21,2000,57.7
21,2001,57.9
21,2002,58.0
21,2003,57.5
21,2004,58.8
21,2005,59.0
21,2006,58.8
21,2007,59.0
21,2008,60.2
21,2009,60.3
21,2010,60.2
21,2011,60.6
21,2012,60.9
21,2013,61.4
21,2014,61.8
21,2015,61.8
21,2016,62.2
21,2017,61.6
21,2018,61.8
21,2019,62.2
21,2020,61.7
21,2021,62.1
21,2022,62.5
21,2023,62.9
22,1971,50.1
22,1972,50.6
22,1973,50.7
22,1974,50.7
22,1975,50.7
22,1976,50.8
22,1977,51.7
22,1978,51.7
22,1979,52.5
22,1980,52.4
22,1981,52.5
22,1982,52.4
22,1983,52.9
22,1984,52.9
22,1985,53.3
22,1986,53.7
22,1987,53.6
22,1988,54.2
22,1989,54.2
22,1990,54.8
22,1991,55.1
22,1992,54.5
22,1993,55.1
22,1994,55.6
22,1995,55.7
22,1996,55.7
22,1997,55.8
22,1998,56.1
22,1999,56.7
22,2000,56.8
22,2001,57.0
22,2002,57.0
22,2003,56.6
22,2004,57.9
22,2005,58.1
22,2006,57.8
22,2007,58.0
22,2008,59.2
22,2009,59.3
22,2010,59.3
22,2011,59.7
22,2012,59.9
22,2013,60.4
22,2014,60.8
22,2015,60.8
22,2016,61.2
22,2017,60.7
22,2018,60.9
22,2019,61.3
22,2020,60.7
22,2021,61.2
22,2022,61.5
22,2023,61.9
23,1971,49.1
23,1972,49.6
23,1973,49.8
23,1974,49.8
23,1975,49.8
23,1976,49.8
23,1977,50.8
23,1978,50.8
23,1979,51.5
23,1980,51.5
23,1981,51.5
23,1982,51.4
23,1983,51.9
23,1984,51.9
23,1985,52.3
23,1986,52.8
23,1987,52.7
23,1988,53.3
23,1989,53.3
23,1990,53.9
23,1991,54.2
23,1992,53.6
23,1993,54.2
23,1994,54.6
23,1995,54.7
23,1996,54.7
23,1997,54.9
23,1998,55.1
23,1999,55.8
23,2000,55.8
23,2001,56.0
23,2002,56.1
23,2003,55.6
23,2004,57.0
23,2005,57.1
23,2006,56.9
23,2007,57.0
23,2008,58.2
23,2009,58.3
23,2010,58.3
23,2011,58.7
23,2012,58.9
23,2013,59.4
23,2014,59.8
23,2015,59.9
23,2016,60.2
23,2017,59.7
23,2018,59.9
23,2019,60.3
23,2020,59.7
23,2021,60.2
23,2022,60.5
23,2023,60.9
24,1971,48.1
24,1972,48.6
24,1973,48.8
24,1974,48.8
24,1975,48.8
24,1976,48.9
24,1977,49.8
24,1978,49.9
24,1979,50.6
24,1980,50.5
24,1981,50.6
24,1982,50.5
24,1983,51.0
24,1984,51.0
24,1985,51.4
24,1986,51.8
24,1987,51.7
24,1988,52.4
24,1989,52.3
24,1990,52.9
24,1991,53.2
24,1992,52.7
24,1993,53.3
24,1994,53.7
24,1995,53.8
24,1996,53.8
24,1997,54.0
24,1998,54.1
24,1999,54.8
24,2000,54.8
24,2001,55.1
24,2002,55.1
24,2003,54.6
24,2004,56.0
24,2005,56.2
24,2006,55.9
24,2007,56.1
24,2008,57.3
24,2009,57.3
24,2010,57.4
24,2011,57.7
24,2012,57.9
24,2013,58.5
24,2014,58.8
24,2015,58.9
24,2016,59.2
24,2017,58.7
24,2018,58.9
24,2019,59.3
24,2020,58.8
24,2021,59.2
24,2022,59.6
24,2023,59.9
25,1971,47.2
25,1972,47.7
25,1973,47.9
25,1974,47.9
25,1975,47.9
25,1976,47.9
25,1977,48.9
25,1978,48.9
25,1979,49.6
25,1980,49.5
25,1981,49.6
25,1982,49.5
25,1983,50.0
25,1984,50.0
25,1985,50.4
25,1986,50.8
25,1987,50.8
25,1988,51.5
25,1989,51.3
25,1990,51.9
25,1991,52.3
25,1992,51.7
25,1993,52.3
25,1994,52.7
25,1995,52.9
25,1996,52.8
25,1997,53.1
25,1998,53.2
25,1999,53.9
25,2000,53.9
25,2001,54.1
25,2002,54.2
25,2003,53.6
25,2004,55.0
25,2005,55.2
25,2006,55.0
25,2007,55.1
25,2008,56.3
25,2009,56.4
25,2010,56.4
25,2011,56.7
25,2012,57.0
25,2013,57.5
25,2014,57.8
25,2015,57.9
25,2016,58.2
25,2017,57.7
25,2018,57.9
25,2019,58.3
25,2020,57.8
25,2021,58.2
25,2022,58.6
25,2023,58.9
26,1971,46.3
26,1972,46.8
26,1973,46.9
26,1974,46.9
26,1975,46.9
26,1976,47.0
26,1977,47.9
26,1978,47.9
26,1979,48.7
26,1980,48.6
26,1981,48.7
26,1982,48.6
26,1983,49.1
26,1984,49.1
26,1985,49.4
26,1986,49.9
26,1987,49.8
26,1988,50.5
26,1989,50.4
26,1990,50.9
26,1991,51.3
26,1992,50.7
26,1993,51.4
26,1994,51.8
26,1995,51.9
26,1996,51.9
26,1997,52.1
26,1998,52.2
26,1999,52.9
26,2000,52.9
26,2001,53.1
26,2002,53.2
26,2003,52.7
26,2004,54.1
26,2005,54.3
26,2006,54.0
26,2007,54.1
26,2008,55.3
26,2009,55.4
26,2010,55.4
26,2011,55.7
26,2012,56.0
26,2013,56.5
26,2014,56.8
26,2015,56.9
26,2016,57.2
26,2017,56.7
26,2018,56.9
26,2019,57.3
26,2020,56.8
26,2021,57.2
26,2022,57.6
26,2023,57.9
27,1971,45.3
27,1972,45.9
27,1973,46.0
27,1974,46.0
27,1975,46.0
27,1976,46.0
27,1977,46.9
27,1978,47.0
27,1979,47.7
27,1980,47.7
27,1981,47.8
27,1982,47.7
27,1983,48.1
27,1984,48.2
27,1985,48.5
27,1986,48.9
27,1987,48.9
27,1988,49.6
27,1989,49.5
27,1990,50.0
27,1991,50.3
27,1992,49.7
27,1993,50.4
27,1994,50.8
27,1995,50.9
27,1996,50.9
27,1997,51.1
27,1998,51.3
27,1999,52.0
27,2000,51.9
27,2001,52.2
27,2002,52.2
27,2003,51.7
27,2004,53.1
27,2005,53.3
27,2006,53.0
27,2007,53.2
27,2008,54.3
27,2009,54.4
27,2010,54.5
27,2011,54.8
27,2012,55.0
27,2013,55.5
27,2014,55.8
27,2015,55.9
27,2016,56.3
27,2017,55.7
27,2018,55.9
27,2019,56.3
27,2020,55.8
27,2021,56.2
27,2022,56.7
27,2023,56.9
28,1971,44.3
28,1972,44.9
28,1973,45.1
28,1974,45.1
28,1975,45.0
28,1976,45.1
28,1977,46.0
28,1978,46.1
28,1979,46.8
28,1980,46.7
28,1981,46.8
28,1982,46.8
28,1983,47.2
28,1984,47.2
28,1985,47.5
28,1986,47.9
28,1987,47.9
28,1988,48.7
28,1989,48.5
28,1990,49.0
28,1991,49.4
28,1992,48.8
28,1993,49.4
28,1994,49.9
28,1995,50.0
28,1996,50.0
28,1997,50.1
28,1998,50.3
28,1999,51.0
28,2000,51.0
28,2001,51.2
28,2002,51.3
28,2003,50.8
28,2004,52.2
28,2005,52.3
28,2006,52.0
28,2007,52.2
28,2008,53.4
28,2009,53.4
28,2010,53.5
28,2011,53.8
28,2012,54.0
28,2013,54.5
28,2014,54.8
28,2015,54.9
28,2016,55.3
28,2017,54.7
28,2018,54.9
28,2019,55.3
28,2020,54.8
28,2021,55.2
28,2022,55.7
28,2023,55.9
29,1971,43.4
29,1972,43.9
29,1973,44.1
29,1974,44.1
29,1975,44.1
29,1976,44.1
29,1977,45.0
29,1978,45.1
29,1979,45.9
29,1980,45.8
29,1981,45.9
29,1982,45.8
29,1983,46.3
29,1984,46.3
29,1985,46.6
29,1986,47.0
29,1987,47.0
29,1988,47.7
29,1989,47.6
29,1990,48.0
29,1991,48.4
29,1992,47.8
29,1993,48.5
29,1994,48.9
29,1995,49.0
29,1996,49.0
29,1997,49.2
29,1998,49.4
29,1999,50.0
29,2000,50.1
29,2001,50.2
29,2002,50.3
29,2003,49.8
29,2004,51.2
29,2005,51.3
29,2006,51.1
29,2007,51.2
29,2008,52.4
29,2009,52.4
29,2010,52.5
29,2011,52.8
29,2012,53.1
29,2013,53.6
29,2014,53.9
29,2015,53.9
29,2016,54.3
29,2017,53.8
29,2018,54.0
29,2019,54.4
29,2020,53.8
29,2021,54.2
29,2022,54.7
29,2023,55.0
30,1971,42.4
30,1972,43.0
30,1973,43.2
30,1974,43.1
30,1975,43.2
30,1976,43.1
30,1977,44.1
30,1978,44.2
30,1979,44.9
30,1980,44.8
30,1981,44.9
30,1982,44.8
30,1983,45.3
30,1984,45.4
30,1985,45.7
30,1986,46.0
